Attrition Date,Random Number,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Staff Number,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
16-Dec-21,24,55,No,Non-Travel,444,Research & Development,2,High School,Medical,1,1074,STAFF-1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
09-Dec-22,188,43,No,Travel_Rarely,415,Sales,25,Bachelor's Degree,Medical,1,1076,STAFF-1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
15-Dec-22,98,20,Yes,Travel_Frequently,769,Sales,9,Bachelor's Degree,Marketing,1,1077,STAFF-1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
16-Apr-21,143,21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor's Degree,Life Sciences,1,1079,STAFF-1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
17-Jul-21,117,46,No,Travel_Rarely,1003,Research & Development,8,Master's Degree,Life Sciences,1,1080,STAFF-1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
26-Dec-21,65,51,Yes,Travel_Rarely,1323,Research & Development,4,Master's Degree,Life Sciences,1,1081,STAFF-1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
09-Aug-22,197,28,Yes,Non-Travel,1366,Research & Development,24,Associates Degree,Technical Degree,1,1082,STAFF-1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
13-Oct-22,20,26,No,Travel_Rarely,192,Research & Development,1,Associates Degree,Medical,1,1083,STAFF-1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
26-Apr-21,113,30,No,Travel_Rarely,1176,Research & Development,20,Bachelor's Degree,Other,1,1084,STAFF-1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
02-Nov-21,125,41,No,Travel_Rarely,509,Research & Development,7,Associates Degree,Technical Degree,1,1085,STAFF-1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
02-Sep-22,234,38,No,Travel_Rarely,330,Research & Development,17,High School,Life Sciences,1,1088,STAFF-1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
28-Dec-22,333,40,No,Travel_Rarely,1492,Research & Development,20,Master's Degree,Technical Degree,1,1092,STAFF-1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
15-Jun-21,114,27,No,Non-Travel,1277,Research & Development,8,Doctoral Degree,Life Sciences,1,1094,STAFF-1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
02-Aug-21,43,55,No,Travel_Frequently,1091,Research & Development,2,High School,Life Sciences,1,1096,STAFF-1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
24-Apr-22,63,28,No,Travel_Rarely,857,Research & Development,10,Bachelor's Degree,Other,1,1097,STAFF-1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
25-Aug-22,20,44,Yes,Travel_Rarely,1376,Human Resources,1,Associates Degree,Medical,1,1098,STAFF-1098,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
08-Nov-22,78,33,No,Travel_Rarely,654,Research & Development,5,Bachelor's Degree,Life Sciences,1,1099,STAFF-1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
11-Nov-22,77,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor's Degree,Technical Degree,1,1100,STAFF-1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
14-Jan-23,220,33,Yes,Travel_Frequently,827,Research & Development,29,Master's Degree,Medical,1,1101,STAFF-1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
13-Apr-21,208,28,No,Travel_Rarely,895,Research & Development,15,Associates Degree,Life Sciences,1,1102,STAFF-1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
16-May-21,56,34,No,Travel_Frequently,618,Research & Development,3,High School,Life Sciences,1,1103,STAFF-1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
25-Jun-21,143,37,No,Travel_Rarely,309,Sales,10,Master's Degree,Life Sciences,1,1105,STAFF-1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
12-Nov-21,77,25,Yes,Travel_Rarely,1219,Research & Development,4,High School,Technical Degree,1,1106,STAFF-1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
16-Jan-22,160,26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor's Degree,Medical,1,1107,STAFF-1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
02-Mar-22,188,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor's Degree,Medical,1,1108,STAFF-1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
22-Apr-22,27,42,No,Travel_Rarely,469,Research & Development,2,Associates Degree,Medical,1,1109,STAFF-1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
12-May-22,24,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor's Degree,Medical,1,1111,STAFF-1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
01-Sep-22,22,50,Yes,Travel_Frequently,959,Sales,1,Master's Degree,Other,1,1113,STAFF-1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
25-Jul-22,108,33,No,Travel_Frequently,970,Sales,7,Bachelor's Degree,Life Sciences,1,1114,STAFF-1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
16-Oct-22,49,34,No,Non-Travel,697,Research & Development,3,Master's Degree,Life Sciences,1,1115,STAFF-1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
19-Dec-21,17,48,No,Non-Travel,1262,Research & Development,1,Master's Degree,Medical,1,1116,STAFF-1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
01-Aug-22,127,45,No,Non-Travel,1050,Sales,9,Master's Degree,Life Sciences,1,1117,STAFF-1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
28-May-21,104,52,No,Travel_Rarely,994,Research & Development,7,Master's Degree,Life Sciences,1,1118,STAFF-1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
03-Jul-21,103,38,No,Travel_Rarely,770,Sales,10,Master's Degree,Marketing,1,1119,STAFF-1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
24-Jan-23,188.5,29,No,Travel_Rarely,1107,Research & Development,28,Master's Degree,Life Sciences,1,1120,STAFF-1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28-May-22,34,28,No,Travel_Rarely,950,Research & Development,3,Bachelor's Degree,Medical,1,1121,STAFF-1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
25-Aug-22,40,46,No,Travel_Rarely,406,Sales,3,High School,Marketing,1,1124,STAFF-1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
28-Jun-21,31,38,No,Travel_Rarely,130,Sales,2,Associates Degree,Marketing,1,1125,STAFF-1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
25-Jan-22,184,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor's Degree,Life Sciences,1,1126,STAFF-1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
15-Jan-22,43,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor's Degree,Life Sciences,1,1127,STAFF-1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
24-Sep-22,111,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor's Degree,Medical,1,1128,STAFF-1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
30-Jul-21,29,21,No,Travel_Rarely,984,Research & Development,1,High School,Technical Degree,1,1131,STAFF-1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
09-Jul-21,127,39,No,Non-Travel,439,Research & Development,9,Bachelor's Degree,Life Sciences,1,1132,STAFF-1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
02-Jun-21,244,36,No,Non-Travel,217,Research & Development,18,Master's Degree,Life Sciences,1,1133,STAFF-1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
18-Jan-22,277,31,No,Travel_Frequently,793,Sales,20,Bachelor's Degree,Life Sciences,1,1135,STAFF-1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
25-Aug-21,39,28,No,Travel_Rarely,1451,Research & Development,2,High School,Life Sciences,1,1136,STAFF-1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
23-Nov-22,116,35,No,Travel_Frequently,1182,Sales,11,Associates Degree,Marketing,1,1137,STAFF-1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
16-Oct-21,141,49,No,Travel_Rarely,174,Sales,8,Master's Degree,Technical Degree,1,1138,STAFF-1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
03-Dec-21,43,34,No,Travel_Frequently,1003,Research & Development,2,Associates Degree,Life Sciences,1,1140,STAFF-1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
27-Jun-21,147,29,No,Travel_Frequently,490,Research & Development,10,Bachelor's Degree,Life Sciences,1,1143,STAFF-1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
13-Feb-21,216,42,No,Travel_Rarely,188,Research & Development,29,Bachelor's Degree,Medical,1,1148,STAFF-1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29-Jan-21,69,29,No,Travel_Rarely,718,Research & Development,8,High School,Medical,1,1150,STAFF-1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
30-Apr-22,28,38,No,Travel_Rarely,433,Human Resources,1,Bachelor's Degree,Human Resources,1,1152,STAFF-1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
13-Jan-22,95,28,No,Travel_Frequently,773,Research & Development,6,Bachelor's Degree,Life Sciences,1,1154,STAFF-1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
13-Mar-21,66,18,Yes,Non-Travel,247,Research & Development,8,High School,Medical,1,1156,STAFF-1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
25-Feb-22,94,33,Yes,Travel_Rarely,603,Sales,9,Master's Degree,Marketing,1,1157,STAFF-1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
24-Apr-21,169,41,No,Travel_Rarely,167,Research & Development,12,Master's Degree,Life Sciences,1,1158,STAFF-1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
22-Mar-21,122,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor's Degree,Medical,1,1160,STAFF-1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
26-Jun-21,188,37,No,Travel_Rarely,367,Research & Development,25,Associates Degree,Medical,1,1161,STAFF-1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
14-Apr-21,91,27,No,Travel_Rarely,199,Research & Development,6,Bachelor's Degree,Life Sciences,1,1162,STAFF-1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
04-Mar-22,130,34,No,Travel_Rarely,1400,Sales,9,High School,Life Sciences,1,1163,STAFF-1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
23-Feb-21,141,35,No,Travel_Rarely,528,Human Resources,8,Master's Degree,Technical Degree,1,1164,STAFF-1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
20-Aug-21,312,29,Yes,Travel_Rarely,408,Sales,23,High School,Life Sciences,1,1165,STAFF-1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
11-Sep-21,80,40,No,Travel_Frequently,593,Research & Development,9,Master's Degree,Medical,1,1166,STAFF-1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
14-Jun-22,173,42,Yes,Travel_Frequently,481,Sales,12,Bachelor's Degree,Life Sciences,1,1167,STAFF-1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
16-Jun-22,49,42,No,Travel_Rarely,647,Sales,4,Master's Degree,Marketing,1,1171,STAFF-1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
26-Jul-21,20,35,No,Travel_Rarely,982,Research & Development,1,Master's Degree,Medical,1,1172,STAFF-1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
24-Apr-21,181,24,No,Travel_Rarely,477,Research & Development,24,Bachelor's Degree,Medical,1,1173,STAFF-1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
12-Jan-22,169,28,Yes,Travel_Rarely,1485,Research & Development,12,High School,Life Sciences,1,1175,STAFF-1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
24-May-21,34,26,No,Travel_Rarely,1384,Research & Development,3,Master's Degree,Medical,1,1177,STAFF-1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
29-May-22,103,30,No,Travel_Rarely,852,Sales,10,Bachelor's Degree,Marketing,1,1179,STAFF-1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
11-Aug-22,199,40,No,Travel_Frequently,902,Research & Development,26,Associates Degree,Medical,1,1180,STAFF-1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
01-Jul-21,39,35,No,Travel_Rarely,819,Research & Development,2,Bachelor's Degree,Life Sciences,1,1182,STAFF-1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
02-Jan-23,24,34,No,Travel_Frequently,669,Research & Development,1,Bachelor's Degree,Medical,1,1184,STAFF-1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
23-Dec-22,37,35,No,Travel_Frequently,636,Research & Development,4,Master's Degree,Other,1,1185,STAFF-1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
26-May-21,94,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor's Degree,Marketing,1,1188,STAFF-1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
26-Aug-22,36,32,No,Non-Travel,862,Sales,2,High School,Life Sciences,1,1190,STAFF-1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
14-Jun-21,77,56,No,Travel_Rarely,718,Research & Development,4,Master's Degree,Technical Degree,1,1191,STAFF-1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
12-May-22,55,29,No,Travel_Rarely,1401,Research & Development,6,High School,Medical,1,1192,STAFF-1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
09-Jul-21,130,19,No,Travel_Rarely,645,Research & Development,9,Associates Degree,Life Sciences,1,1193,STAFF-1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
07-Jan-23,62,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor's Degree,Medical,1,1195,STAFF-1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
18-Nov-21,26,37,No,Travel_Rarely,977,Research & Development,1,Bachelor's Degree,Life Sciences,1,1196,STAFF-1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
18-Mar-22,52,20,No,Travel_Rarely,805,Research & Development,3,Bachelor's Degree,Life Sciences,1,1198,STAFF-1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
15-Jul-21,143,44,Yes,Travel_Rarely,1097,Research & Development,10,Master's Degree,Life Sciences,1,1200,STAFF-1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
25-Nov-21,62,53,No,Travel_Rarely,1223,Research & Development,7,Associates Degree,Medical,1,1201,STAFF-1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
16-Jan-23,208,29,No,Travel_Rarely,942,Research & Development,15,High School,Life Sciences,1,1202,STAFF-1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
22-Oct-21,56,22,Yes,Travel_Frequently,1256,Research & Development,3,Master's Degree,Life Sciences,1,1203,STAFF-1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
20-Mar-22,31,46,No,Travel_Rarely,1402,Sales,2,Bachelor's Degree,Marketing,1,1204,STAFF-1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
07-Apr-21,231,44,No,Non-Travel,111,Research & Development,17,Bachelor's Degree,Life Sciences,1,1206,STAFF-1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
10-Aug-21,43,33,No,Travel_Rarely,147,Human Resources,2,Bachelor's Degree,Human Resources,1,1207,STAFF-1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
13-Oct-22,75,41,Yes,Non-Travel,906,Research & Development,5,Associates Degree,Life Sciences,1,1210,STAFF-1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
09-Mar-21,195,30,No,Travel_Rarely,1329,Sales,29,Master's Degree,Life Sciences,1,1211,STAFF-1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
27-Nov-22,31,40,No,Travel_Frequently,1184,Sales,2,Master's Degree,Medical,1,1212,STAFF-1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
25-Sep-21,31,50,No,Travel_Frequently,1421,Research & Development,2,Bachelor's Degree,Medical,1,1215,STAFF-1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
03-Jun-21,146,28,No,Travel_Rarely,1179,Research & Development,19,Master's Degree,Medical,1,1216,STAFF-1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
20-Oct-21,208,46,No,Travel_Rarely,1450,Research & Development,15,Associates Degree,Life Sciences,1,1217,STAFF-1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
18-Oct-21,234,35,No,Travel_Rarely,1361,Sales,17,Master's Degree,Life Sciences,1,1218,STAFF-1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
03-Nov-21,234,24,Yes,Travel_Rarely,984,Research & Development,17,Associates Degree,Life Sciences,1,1219,STAFF-1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
01-Jan-22,192,33,No,Travel_Frequently,1146,Sales,25,Bachelor's Degree,Medical,1,1220,STAFF-1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
21-Mar-22,91,36,No,Travel_Rarely,917,Research & Development,6,Master's Degree,Life Sciences,1,1221,STAFF-1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
08-Sep-22,104,30,No,Travel_Rarely,853,Research & Development,7,Master's Degree,Life Sciences,1,1224,STAFF-1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
23-Jun-21,158,44,No,Travel_Rarely,200,Research & Development,29,Master's Degree,Other,1,1225,STAFF-1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
19-Aug-21,202,20,No,Travel_Rarely,654,Sales,21,Bachelor's Degree,Marketing,1,1226,STAFF-1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
10-Feb-21,45,46,No,Travel_Rarely,150,Research & Development,2,Master's Degree,Technical Degree,1,1228,STAFF-1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
09-Sep-21,24,42,No,Non-Travel,179,Human Resources,2,Doctoral Degree,Medical,1,1231,STAFF-1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
22-Dec-22,76,60,No,Travel_Rarely,696,Sales,7,Master's Degree,Marketing,1,1233,STAFF-1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
25-Nov-21,82,32,No,Travel_Frequently,116,Research & Development,13,Bachelor's Degree,Other,1,1234,STAFF-1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
16-Feb-21,43,32,No,Travel_Frequently,1316,Research & Development,2,Associates Degree,Life Sciences,1,1235,STAFF-1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
20-Feb-21,29,36,No,Travel_Rarely,363,Research & Development,1,Bachelor's Degree,Technical Degree,1,1237,STAFF-1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
02-Sep-22,76,33,No,Travel_Rarely,117,Research & Development,9,Bachelor's Degree,Medical,1,1238,STAFF-1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
06-Jan-21,173,40,No,Travel_Rarely,107,Sales,10,Bachelor's Degree,Technical Degree,1,1239,STAFF-1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
01-Jun-21,143,25,No,Travel_Rarely,1356,Sales,10,Master's Degree,Life Sciences,1,1240,STAFF-1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
06-Oct-22,20,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor's Degree,Medical,1,1241,STAFF-1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
